Geneid	Crtl_0h_R2	Crtl_0h_R3	Ctrl_CpG_2h_R2	Ctrl_CpG_2h_R3	Ctrl_CpG_6h_R2	Ctrl_CpG_6h_R3	SMRT_0h_R2	SMRT_0h_R3	SMRT_CpG_2h_R2	SMRT_CpG_2h_R3	SMRT_CpG_6h_R2	SMRT_CpG_6h_R3	Emp_CpG_6h_R1	Emp_CpG_6h_R2	Emp_Uns_R1	Emp_Uns_R2	NCoR1_CpG_6h_R1	NCoR1_CpG_6h_R2	NCoR1_Uns_R1	NCoR1_Uns_R2
Dlx5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Sdhaf3	39	53	17	23	44	32	63	56	42	45	64	61	66	109	102	76	52	51	91	48
Tac1	0	0	0	0	0	0	3	4	4	8	0	1	1	0	0	0	74	40	57	24
Asns	598	564	438	509	438	452	568	674	497	582	508	328	936	1171	1763	1429	1480	1736	4120	2543
C1galt1	361	374	220	248	192	177	356	420	267	278	251	176	193	277	672	485	261	319	854	425
Col28a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mios	294	312	206	251	275	197	286	357	354	414	366	280	346	393	493	303	324	278	627	352
Rpa3	596	639	350	376	409	329	425	517	271	259	304	244	514	680	1317	1119	433	392	1342	1027
Umad1	296	314	147	161	315	264	363	385	244	238	475	330	553	734	741	520	547	443	754	461
A430035B10Rik	2	3	2	2	5	7	14	7	5	7	21	17	25	28	10	11	33	16	24	19
Glcci1	118	106	161	153	202	253	148	203	116	124	243	215	770	826	264	179	422	443	359	248
Ica1	0	0	0	0	1	5	1	0	0	0	1	0	10	3	0	0	6	5	0	0
Nxph1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA545190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa4	1468	1446	1258	1573	1336	1486	1200	1450	1393	1519	1360	1174	2738	4380	3835	3892	3897	3569	5460	3929
Phf14	917	1105	359	553	407	400	830	1013	327	458	349	283	482	554	2138	1455	363	313	2243	1392
Gm6578	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
Thsd7a	5	3	2	2	2	0	19	14	4	9	1	6	2	4	13	9	4	6	43	14
Tmem106b	690	790	253	307	564	445	811	936	323	343	519	385	523	579	1365	878	547	505	1747	946
Vwde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem168	2436	2492	1771	2013	2448	1857	2768	3204	2972	2769	2658	1962	2799	4263	3740	2726	4238	3917	5621	2948
B630005N14Rik	1083	938	1793	1749	4197	2329	976	1098	2356	2315	2264	1831	3806	4538	1199	894	4632	4011	2388	1480
Gpr85	38	27	91	72	136	134	108	119	580	625	247	213	143	154	68	65	1277	973	840	452
2610001J05Rik	532	544	484	486	1150	1056	614	713	652	646	833	603	1069	1482	1180	938	1812	1624	2489	1613
1110019D14Rik	16	12	9	9	50	28	14	15	9	10	16	18	21	23	38	14	33	30	46	25
Ppp1r3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdfic	652	677	567	566	220	228	796	856	481	455	480	434	459	590	1323	773	1070	833	1530	827
Tfec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tes	2545	2371	3017	3080	2359	2519	1193	1539	3189	3105	3301	2646	2607	3578	3733	2662	5194	3806	6847	3862
D830026I12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cav2	0	0	0	1	0	0	4	6	2	1	1	1	0	0	2	2	0	1	24	15
Cav1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Met	932	1037	1025	918	529	662	596	868	1114	950	883	850	463	577	1581	962	574	461	1756	1007
Capza2	9730	10778	7652	9400	9240	8048	8599	9878	7850	8132	10133	7373	10360	14642	19753	11668	10939	11184	22272	15123
St7	98	94	67	60	49	34	87	129	77	104	28	36	46	67	214	165	31	22	211	176
Wnt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
Asz1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cftr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cttnbp2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Lsm8	480	547	332	421	434	373	490	600	356	436	483	423	541	719	1277	871	864	627	1627	1068
Ankrd7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
4930524B17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ing3	512	641	267	368	374	330	376	502	332	361	350	320	473	670	1055	726	457	465	957	596
Cped1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Wnt16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam3c	580	574	176	228	198	210	555	655	209	176	208	194	162	242	1113	668	234	155	1126	927
Ptprz1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Aass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fezf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cadps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Rnf133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc13a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqub	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa5	452	445	357	419	355	418	321	403	341	433	362	315	759	1028	1341	1135	677	681	1180	972
Asb15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmod2	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wasl	321	450	319	483	629	460	440	516	558	615	531	412	669	652	700	282	848	790	895	448
Hyal6	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0
Hyal4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spam1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyal5	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
Tmem229a	9	5	4	2	5	1	35	35	13	7	19	29	44	50	205	89	3	0	3	5
Gpr37	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
Pot1a	252	301	174	216	231	224	254	300	206	231	260	194	347	432	665	389	250	209	772	424
Gm20756	0	3	0	1	4	0	5	8	1	4	5	5	0	0	0	0	0	1	1	1
Grm8	1	0	2	2	2	2	2	3	5	1	9	2	8	7	2	3	2	6	0	0
Mir592	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zfp800	1056	1324	1561	1363	1040	797	1039	1159	2462	1905	1725	1428	749	854	1465	824	1236	1209	1957	935
Gcc1	405	431	361	298	342	457	371	490	469	366	425	347	582	669	914	528	798	485	1082	543
Arf5	1879	1620	1459	1661	1373	1562	1959	2403	2046	2181	1747	1911	3237	4860	4793	5179	5649	3973	6126	5651
Fscn3	0	0	0	0	0	0	0	0	2	1	0	1	1	0	2	0	2	1	3	0
Pax4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snd1	3591	3811	2441	3264	2531	3113	2515	3456	2452	3036	3423	3152	5705	7597	6707	5025	8457	5345	9123	6531
Lrrc4	1	0	0	1	0	1	2	0	0	2	3	0	1	0	1	0	1	0	3	0
Mir129-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lep	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm28	1064	1337	789	1118	865	1025	901	1261	904	1079	1084	897	1117	1266	1485	793	1178	941	1640	1142
Prrt4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Impdh1	5	17	7	8	2	11	1	1	0	0	2	2	2	6	4	8	8	3	22	21
Hilpda	29	45	45	44	19	39	28	27	21	41	33	27	30	40	48	26	77	42	100	64
Fam71f2	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0
Fam71f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calu	2164	2542	1872	2381	1367	1317	1389	1924	1527	1841	924	816	1716	2392	4209	2938	1897	1755	4858	3219
Opn1sw	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Ccdc136	1	0	6	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	6	1
Flnc	4	1	3	1	1	1	0	1	0	3	0	0	1	2	1	2	5	4	29	17
Atp6v1f	1138	964	906	1036	980	1051	976	1110	1071	1273	1154	1105	1754	2278	2739	2465	2298	1571	3338	2125
Gm9047	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0	0	0	0	2	0
Kcp	7	6	7	7	1	0	1	2	0	4	0	0	0	2	23	9	1	0	4	9
Irf5	9780	9334	10042	12363	6980	8732	7122	8582	11207	11816	10147	9746	15917	17597	20723	12810	17402	9637	25253	13126
Tnpo3	2630	2761	2054	2400	2367	2296	2137	2698	2317	2307	2639	2109	3213	5240	4463	4093	4086	4521	7029	5920
Tspan33	1249	1113	1148	1483	313	455	1063	1415	1868	2702	635	651	761	856	2248	1490	928	511	3282	1780
Smo	104	131	48	88	24	35	7	5	2	3	1	1	27	38	158	92	14	6	83	63
Ahcyl2	2181	2432	1634	1950	1792	1746	1912	2289	1749	1745	2428	1895	2598	3809	4389	3042	3447	2957	6319	4043
Strip2	144	207	124	180	45	58	83	154	131	170	73	72	234	207	279	144	392	171	723	462
Smkr-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4	1
Nrf1	947	878	711	722	678	786	714	857	774	655	705	656	1191	1273	1780	1236	1496	967	2088	1258
Mirc35hg	0	3	2	5	6	5	3	1	4	2	1	1	3	2	2	1	4	3	3	1
Mir182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir96	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mir183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB283400	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ube2h	387	353	437	564	338	300	320	381	516	664	299	296	467	541	803	460	473	337	641	353
Zc3hc1	659	601	489	584	583	559	425	521	466	504	515	442	829	1204	935	743	813	494	911	628
Klhdc10	1327	1327	783	845	968	934	1206	1597	1171	1158	1462	1230	1079	1358	2114	1308	2157	1530	3177	1767
1700012C14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Tmem209	877	1056	693	678	1011	934	940	1112	870	818	1328	1003	1143	1513	1735	1100	1925	1586	2103	1252
Ssmem1	1	0	0	1	2	2	0	0	0	0	2	1	1	4	0	0	9	7	2	1
Cpa2	0	0	0	0	0	0	0	2	2	1	0	1	1	1	1	0	1	0	4	5
Cpa4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpa5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpa1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cep41	107	148	73	96	123	103	98	150	69	85	119	113	163	204	309	253	174	160	334	221
Mest	5	1	2	6	9	9	7	15	11	19	15	17	11	14	9	2	12	14	15	6
Mir335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Copg2	1382	1395	776	1030	915	680	1464	1932	1102	1355	1648	1169	1679	2089	3126	1982	1992	1570	3096	2141
Tsga13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf14	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	3	4	3	3
Mir29a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir29b-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lincpint	2	2	3	3	8	1	5	0	3	3	6	1	3	7	0	0	3	2	2	0
2210408F21Rik	6	8	9	6	23	17	9	16	9	2	22	8	52	56	54	41	86	38	104	68
Mkln1os	1	0	1	0	1	2	0	0	0	1	2	2	4	3	1	3	8	3	1	0
Mkln1	1033	1169	714	814	1104	943	914	1142	921	855	1153	778	1468	1910	2067	1356	1547	1362	2205	1374
Podxl	0	1	2	0	0	1	1	0	0	1	0	0	3	1	0	0	2	1	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plxna4	0	0	0	0	0	0	3	4	1	2	1	0	0	0	0	1	0	1	11	5
Plxna4os1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	1	1	2	3
Chchd3	2069	1903	1600	1853	1039	1010	1052	1312	1025	1229	1043	832	1365	1672	3243	2491	1084	968	2442	1542
Exoc4	825	859	545	706	474	500	763	1009	835	868	638	587	758	967	1576	1024	646	513	1463	996
Lrguk	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Slc35b4	698	739	348	327	665	659	497	618	286	242	396	402	721	853	1209	756	1035	836	1784	966
Akr1b3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0
Gm6644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1b8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Akr1b10	269	278	116	194	94	71	233	325	171	189	51	49	55	96	592	698	76	78	788	584
Akr1b7	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0
Bpgm	134	142	29	38	67	64	105	122	35	40	51	33	142	175	386	263	111	60	484	272
Cald1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Agbl3	32	45	14	19	51	38	63	57	47	47	70	59	54	44	57	52	80	56	91	36
Tmem140	8	6	2	5	12	12	16	11	15	9	32	24	22	10	24	15	90	60	30	6
3110062M04Rik	77	84	38	31	59	68	73	128	39	47	79	69	125	118	240	123	152	86	277	114
Wdr91	1247	1383	354	518	420	598	1110	1424	328	326	447	380	745	596	1956	1055	1068	599	2574	1298
Stra8	0	0	0	0	0	0	0	0	1	0	0	1	5	1	0	2	1	1	1	1
2010107G12Rik	2	4	4	1	2	3	1	1	4	4	2	2	5	2	1	3	8	2	2	4
Cnot4	629	713	532	741	646	595	597	691	755	897	718	569	705	1149	1050	839	792	995	1164	728
Nup205	4310	4997	2999	3931	3600	3755	3290	3866	3362	3494	3781	3120	4615	5719	6024	4320	4700	3692	7093	4237
1810058I24Rik	434	376	252	351	313	339	498	607	448	511	398	359	576	809	1231	918	839	728	1719	1020
Slc13a4	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam180a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065J11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtpn	7581	8026	7164	7818	5567	4810	8750	10039	12777	14250	7612	5986	6901	11733	14946	15297	14525	16341	21939	15287
9330158H04Rik	0	0	0	0	0	0	7	8	16	36	7	16	2	2	0	0	26	15	20	10
Chrm2	0	0	0	0	0	0	6	8	49	59	0	4	0	1	0	0	5	3	14	7
Mir490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgki	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Creb3l2	71	80	13	17	19	14	42	63	13	22	6	12	23	24	258	128	47	35	302	157
Akr1d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim24	539	716	277	379	244	199	494	690	388	452	233	220	344	307	942	512	369	313	1295	662
Svopl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
D630045J12Rik	174	210	67	92	101	112	108	153	49	62	44	64	197	135	343	158	379	221	1108	458
Zc3hav1l	141	203	65	54	71	56	81	93	24	26	37	29	64	61	271	92	73	50	240	135
Zc3hav1	3305	3291	2618	2511	3050	3657	2876	4035	2867	2599	5012	4383	3955	5247	4798	3003	8554	6338	6140	3745
Ttc26	21	30	7	10	14	13	24	36	11	6	18	6	16	16	25	9	10	15	15	13
Ubn2	1554	2324	1095	1312	1214	1111	1384	1761	881	939	1137	905	978	724	2385	643	1339	960	3290	1231
Mir7670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110001J03Rik	202	127	169	189	108	125	89	96	101	104	96	90	214	309	341	383	225	129	338	226
Luc7l2	3082	4099	1985	3257	2903	2516	2943	3288	2682	3099	2700	2072	3073	3663	6448	3970	3884	3635	8034	4816
Klrg2	96	90	54	72	49	60	15	11	12	10	5	8	20	40	102	69	133	105	92	62
Clec2l	7	1	2	8	1	3	6	8	0	4	0	0	0	1	41	31	2	3	24	15
Hipk2	1031	1241	547	697	418	565	739	1074	352	500	736	690	728	803	2090	1007	1364	1230	2535	1537
Tbxas1	647	883	400	634	88	80	1068	1248	919	1017	243	157	107	111	2912	1802	74	40	2661	1243
1700025N23Rik	1	5	1	0	2	0	5	1	0	2	2	5	0	1	9	1	0	0	8	2
Parp12	1520	1323	880	698	3148	3419	1023	1446	808	666	5217	4512	4496	6569	1845	1134	15022	11432	2088	1157
4930599N23Rik	12	6	13	6	20	25	9	15	11	14	83	82	54	99	11	6	192	85	12	6
Kdm7a	909	943	473	542	349	235	698	807	225	227	370	152	242	218	1877	817	257	153	2557	1285
Slc37a3	625	615	297	417	251	219	513	600	202	224	355	217	151	131	721	435	186	93	812	382
Rab19	388	375	68	96	53	63	359	433	33	33	163	101	61	86	830	650	83	60	1245	765
Mkrn1	4340	4206	3756	4349	3449	3889	1982	2394	1859	2051	1692	1352	2777	3362	5172	3888	3960	2831	5447	3465
Dennd2a	188	211	42	69	88	126	119	152	51	49	74	90	76	109	255	157	54	39	276	173
Adck2	157	185	83	120	179	163	130	163	60	63	175	137	272	249	377	260	306	171	434	262
Ndufb2	439	365	383	432	273	374	322	411	375	397	322	285	650	904	1160	1258	839	615	1279	964
Braf	643	821	988	1366	567	516	585	771	1121	1292	509	391	485	468	863	377	541	466	1232	586
Mrps33	316	296	262	292	259	242	321	369	398	342	321	231	374	575	533	659	427	324	723	589
Tmem178b	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1
Agk	126	120	74	78	75	84	173	224	117	92	129	121	140	184	244	203	177	139	468	240
E330009J07Rik	6	4	3	8	1	3	3	11	3	6	1	2	3	3	6	9	15	15	28	22
Wee2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssbp1	455	493	280	375	360	341	395	455	376	372	496	334	533	706	1069	775	610	530	1541	849
Tas2r137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r108	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
Prss37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr461	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Olfr460	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Clec5a	302	269	251	297	73	72	488	644	304	381	156	127	96	99	1069	835	827	718	9547	5503
Tas2r138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Mgam	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Moxd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810009J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210010C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Try4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Try5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Try10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss2	0	0	0	0	0	1	0	6	5	6	1	0	0	1	0	0	2	3	1	0
Ephb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpv6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpv5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034O15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kel	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr459	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sval2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sval1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sval3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstk1	62	49	44	45	46	32	97	90	97	102	47	46	45	72	129	128	64	51	118	95
Tmem139	3	3	2	0	0	3	3	3	3	2	2	3	0	4	3	2	8	4	3	4
Casp2	1075	1270	383	482	399	343	1081	1431	470	444	626	485	557	885	2834	1889	1134	1138	3724	2150
Clcn1	8	4	0	0	2	1	4	6	2	0	3	6	2	2	19	6	4	1	8	6
Fam131b	8	10	3	2	1	0	20	28	4	5	3	3	0	0	27	16	2	2	15	6
Zyx	4050	3906	2392	3482	1259	1557	3606	4964	2373	2833	841	838	2435	2691	12388	7553	4136	2790	17121	8548
Epha1	3	7	4	3	2	0	6	5	2	4	1	2	3	3	7	4	4	1	18	3
2010310C07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcaf3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tcaf2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tcaf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr237-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700024N05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nobox	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpk1	197	175	113	132	69	70	176	224	131	136	74	59	108	110	425	180	107	100	536	347
9430018G01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Cntnap2	9	7	2	6	0	0	4	5	4	8	0	0	0	1	3	5	0	4	16	10
Cul1	3017	3315	1754	2264	2569	2099	2579	3061	2249	2215	2777	1973	3013	2827	4329	2251	3218	2594	5232	3000
Ezh2	2986	3677	2245	3148	2721	2394	2575	3167	2878	3279	2024	1635	3135	3672	5758	3571	2958	2498	6147	4171
Rn4.5s	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pdia4	3508	3552	1671	2191	1112	1529	1498	2183	793	1104	691	597	2642	3751	9920	8759	1706	1610	7803	6340
Mir704	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Zfp786	30	16	7	11	4	5	10	7	5	2	4	8	8	6	40	24	4	2	29	11
